companyName,reviewBody,datePublished,ratingValue
Clever Real Estate,"Clever real estate is one finely run machine. I filled out a form on Friday, on Saturday I started the process and hired a fantastic agent on Wednesday. Pictures taken on Thursday. House listed on Saturday with an open house with over a dozen offers. Incredible experience to sell and the communication with Clever and the agent I was connected with was flawless! This is my 5th real estate transaction and the first with a remote agent using a digital platform. It’s the future, in our present day! Highly recommend!!",2022-06-24,5
Clever Real Estate,Wonderful experience. Was treated with professionalism from start to finish!,2022-06-24,5
Clever Real Estate,"Sold my house and went easy because of their help, everything went well and processed smoothly .",2022-06-24,5
Clever Real Estate,I had a really good experience. I had options and chose the agent I liked. Everything went swimmingly.,2022-06-23,5
Clever Real Estate,The old saying you get what you pay for did NOT apply.  Our agent worked quickly and efficiently to sell our house.  He was very knowledgeable and the office was close by.  We hit a few snags along the way and he handled them swiftly and professionally.  The selling process was much better than we had expected.   Glad we contacted Clever!,2022-06-23,5
Clever Real Estate,We loved the service we received from our Clever agent.  It was a perfect match.  We met with two of the agents recommended and both were superior.  Our agent Tesla was so thorough and carefully explained each step of the sales and listing process.  We would absolutely recommend Clever to friends and family.  Her hard work landed us the highest price sale in our community ever!,2022-06-22,5
Clever Real Estate,"Was a little cautious about this type of service,bit went just like they said it would. Lisa was great. Very knowledgeable. Save us a bunch of money. I recommend Clever to anyone selling a home.",2022-06-22,5
Clever Real Estate,"Home owners in Florida with real estate background. Due to housing shortage and fast sales wanted someone with more experience. We had alot of work to do on the property inside and out so if less commision paid out it would help us alot. Noticed Clevers Ads and thought at least meet with an agent and see. We ended up with the best agent I have ever worked with. Ron Smith with Keller William and his Island Team. It wasn't easy sorting thru buyers, escalation clauses, bank appraisals alot lower than current market prices. Ron Smiths guidance thru some chaotic times right on. It took a few tries to close. We got way more that we ever thought for our property. Clever was the right choice. Neighbors selling now want our agent. So Ron will get more listings. Right choice with the right name.",2022-06-22,5
Clever Real Estate,Clever Real Estate was absolutely incredible.  Bill and Megan were so professional and caring.  They made the entire process of selling our home so smooth!,2022-06-21,5
Clever Real Estate,"The agent I chose to sell my rental property was exceptionally easy to work with. He was responsive to all my questions. I do not live in the city where the rental property was located, so much of the transaction was accomplished by phone and internet. The sale went smoothly and quickly. I am now selling my own home and am again using a Clever real estate person. I am very confident that this will be another positive experience.",2022-06-20,5
Clever Real Estate,What an amazing experience! I filled out my information & within an hour had 3 realtor recommendations! The very same day I had realtors reach out to follow up & met with Nora Hogue. She was very thorough in explaining what to expect from start to finish & was very organized & professional as well as personable.  Within a weeks time I had my home listed & within 3 days of listing it  there were 9 offers on my home. And my home sale closed 30 days after that. From our first meeting to the closing Nora was quick to respond to any questions that I had and even made sure after closing I was able to pick up my check from the title company. I would a million percent recommend Clever & Nora Hogue.,2022-06-20,5
Clever Real Estate,Finding Clever on line was the best thing we did. Our agent Chuck was the best!  He sold our home in one day!,2022-06-20,5
Clever Real Estate,Agent was great from start to finish Fantastic knowledge and diligent in all steps of sale,2022-06-20,5
Clever Real Estate,"I was leaning towards saleing for sale by owner when I stumbled on the clever website. I decided to give it a try. I had a bunch of realtors get in touch with my right away.  I set up interviews with each of the realtors and then chose Ryan from Remax. He was excellent, showed up with a plan and had really researched my house and area. Ryan had beautiful pictures and drone footage done of the property, he held an open house and listed it online.  I feel like we received the same attention and got all the perks of using a realtor, just at a smaller commission.  Ryan ended up representing our buyer as well.  He was able to handle the deal, logistics of out of state buyers, and all the closing documents.  I recommend Ryan and Clever over and over again.  I plan to use it when we sale our next home as well.",2022-06-19,5
Clever Real Estate,Clever was a great option for us! We saved about 10K! Our agent was amazing. I don't have enough kind words for the service we received. Thanks Clever!,2022-06-18,5
Clever Real Estate,"I found Clever through a Google search for discount realtors. From the moment that I submitted my form, the communication with the Clever reps and my realtor were top-notch! I chose the realtor over others from other sites, because she was so friendly, professional, and knowledgeable about the area. We were selling our father’s home from another state and with a POA, but the realtor made the process very smooth. We will definitely use Clever the next time that we need to buy or sell a home! Thank you for a wonderful experience!!",2022-06-17,5
Clever Real Estate,"Patrick was the most amazing agent!! He went over and beyond the call of real estate duty. He helped me not only sell my house but went one better…. He helped me take care of a few repair issues that I was not able to get to and did it all on his own time. I told him he didn’t have to do that, but he wanted to make sure the house was in “perfect” condition when we had the open house. I’m so glad that I was able to get matched up with him for my house sale, a truly great experience.",2022-06-17,5
Clever Real Estate,"We saved a ton of money using Clever, I highly recommend! We paid 1% for our agent and 2% for buyers so that was awesome! Our agent was sufficient for 1% and we saved over $30k! I definitely recommend you use there services and save money! Our house sold in 3 days!",2022-06-16,5
Clever Real Estate,"I read about/googled different discount brokers and found Clever.  Clever referred me to two local participating realtors:  one was a bit flakey; but Jon Granlund was everything I was looking for -- professional, communicative, and efficient.  My house sold in a week, and I saved $20,000 in commissions.  It was a seller's market, granted, but I would go this route again, without hesitation.",2022-06-16,5
Clever Real Estate,"Friendly , knowledgeable service! Quick call backs when I left a VM!",2022-06-16,5
Clever Real Estate,I came across Clever Real Estate when I decided to sell my house. Clever matches you with local agents who knows the market. The commission reflects the productivity gains that have happened within the realtor business and Clever makes sure that gain is passed on to the customer. Paying half the commission for the same service you would get from others is a value proposition that is hard to pass.,2022-06-16,5
Clever Real Estate,We had a great experience with our Clever recommended agent. We interviewed all 3 agents clever gave us in the first batch and successfully picked the perfect match for us.  She was experienced and even had Human Resource experience which we felt was a great asset.  She got our home photographed and listed quickly and sold the first day for a great price.  She handled the closing well and even skillfully coached the buyer's agent on a few points. We saved a lot of money using Clever.  Clever also stayed in touch with us through the entire event to be sure everything was progressing smoothly.  The experience was the best. We would use them again and have already recommended them to our friends.,2022-06-16,5
Clever Real Estate,"The experience was better than could be expected. Our home sold quickly, for more than anticipated. Then their agent helped us find another house in very short order. Everything was amazing!",2022-06-16,5
Clever Real Estate,"I don't believe you will find another Company like Clever. All you do is give them some information and then they do the rest. They have a qualified agent in your area to contact you and before you know it your house is sold. The best part, the commission fee is cut in half! Who wouldn't? want to save 50% of the commission fee they have to pay. I highly recommend Clever Real Estate Company to everyone that wants to sell their home or property.",2022-06-15,5
Clever Real Estate,Using Clever to sell our house saved us over 10k in commissions in our recent move. The concierge service and connection to  an experienced and successful realtor was smooth and friendly. Follow-up after the sale was efficient and attentive. Clever is a perfect choice if you are selling in a strong seller's market.,2022-06-15,5
Clever Real Estate,This service was amazing. It saved us thousands of dollars and matched us with one of the very top realtors in our area. It was very easy and we were not treated one bit different for using this service .,2022-06-15,5
Clever Real Estate,"My experience with Clever was smooth and easy from the very beginning. After I signed up, I received three options to choose from. After I selected my agent, I received occasional text messages from Clever to ensure everything was going well. After my home sold, they checked in one last time. I highly recommend!",2022-06-14,5
Clever Real Estate,"The process was great, One of the choices was the agent I was hoping to get since my neighbor already recommended here trough clever. The other agent seemed fine but he cancelled on meeting the day of the meeting and I already waited an extra week for him to be available to meet. So far great experience, selected a good agent that worked for my timeline and saw eye to eye on the details of the sale.",2022-06-14,5
Clever Real Estate,Our experience with Clever was amazing! We got a highly ranked real estate agent at a fraction on the cost. I have recommended Clever to anyone selling a house. I will always use them in the future. Our house sold quick and we had 3 offers all over asking. We are very pleased with how everything went!,2022-06-13,5
Clever Real Estate,"It couldn't have gone any better. Even though our agent listed our home for more than we thought it was worth, we received a full price offer. Clever is someone I would recommend to anyone who is looking to sell their home.",2022-06-08,5
Clever Real Estate,I wish all realtors were as attentive to relevant factors as Jesse Githens. I can't imagine how our experience with her could have gone any better.,2022-06-08,5
Clever Real Estate,"Clever matched me with two real estate agents, and I got to choose who would represent me best.  It was not a hard choice.  Galen Walter with Fathom Realty was a natural choice.  Returned calls and texts immediately through closing! Excellent resource for asking questions!",2022-06-08,5
Clever Real Estate,Easy to use and very responsive agent was provided.  Would use again.,2022-06-06,5
Clever Real Estate,Could not have gone smoother.  Our agent listed our home at more than we thought it was worth and still got a full price offer.  I would recommend Clever to anyone needing to sell their home.,2022-06-03,5
Clever Real Estate,To be honest at first I was skeptical not ever having heard of Clever. It was the best decision I’ve made selling a property. The agent they paired me up with was exceptional and that team was continuously communicating and ensuring the overall process went smooth. Thank you for everything.,2022-06-03,5
Clever Real Estate,"My realtor was fantastic! I'm so glad I choose clever, whom gave me Leila Modetz to work with. Professional, knowledgeable, kind, and really in tune with current market conditions. Thanks again for all you have done!",2022-06-03,5
Clever Real Estate,"I’ve always thought that 6% broker fees to sell a house are very high, and in this sellers market it seemed ridiculous. Clever put us in touch with two capable agents who offered us full service home sales for 1%. We offered 2% to buyers agents, so ended up paying half of normal fees.I think either broker we chose would’ve been excellent, and the service we received was absolutely the same as if we had paid full price. there’s no reason to go to a cut rate broker or pay full price again.",2022-06-02,5
Clever Real Estate,This service is a no brainer! Great communication.. loved our agent!!! Smooth transaction from start to finish.,2022-06-02,5
Clever Real Estate,"If you're paying 6% for homes that practically sell themselves, you're wasting so much money! Clever was great in finding me a reasonable cost agent (3%).You have to accept that things are a bit automated and you're not always talking to the same person, but totally worth it :) !",2022-06-02,5
Clever Real Estate,"Clever connected me with a professional, responsive realtor to help sell my house for a lower commission than a traditional arrangement would have involved.",2022-06-01,5
Clever Real Estate,"Excellent service, provided us with a top rated, full service listing agent for 1% commission. The realtor was fantastic—professional, knowledgeable, and meticulously on top of every step of the home selling process. Clever also regularly checked in with us to ensure everything was going smoothly. They were responsive with excellent communication. Couldn’t have asked for a better overall experience. Highly recommend.",2022-06-01,5
Clever Real Estate,Good communication with our chosen agent and we feel that the sale of home went very well without the higher commission.,2022-05-31,5
Clever Real Estate,"The experience was extremely easy and worked out as expected. The Clever team matched us with a group of real estate agents, then I had an opportunity to meet with, and then decide if I want to move forward with any of them. We interviewed two and very grateful for our selection. It was nice that we we’d never spammed or harassed by Clever, instead occasionally followed up via email to ensure we were still satisfied.",2022-05-31,5
Clever Real Estate,"I used Clever Real Estate to sell my mother’s house.  The agents that I used were Todd and Deena Anderson, they were great, very knowledgeable and helped me through the whole process of selling the house.  They were very quick to respond to any questions or concerns that I had through all the stages of the process from the beginning to the end.I would recommend them to any one who is looking for a realtor.",2022-05-30,5
Clever Real Estate,"From the first call to Clever, the process was seamless.  We initially thought we could sell it by ourselves (ha!) and once this was over, we agreed we never would have been able to and very glad we made the smart decision and used Clever. Our situation was unique in that we were months away from selling, yet they did not constantly ask us what our progress was, or pressure us in any way.  For that alone, we were grateful.  Once we selected the agent that we wanted to work with, she stood by patiently until we were ready to put our home on the market.",2022-05-29,5
Clever Real Estate,Our experience with Clever was exceptional due to the quality if the agent assigned to us.,2022-05-28,5
Clever Real Estate,"This was my first experience selling a home and Clever made finding a fantastic agent so easy! I would highly recommend using this service. They touched base with me throughout the process of choosing my agent, and I could not be more happy with the outcome. You can not go wrong using Clever! This is the way selling a home should be.",2022-05-27,5
Clever Real Estate,"After finishing the process, we’re still thinking Clever is too good to be true! We can’t recommend Clever enough. Not only do you get the discounted commission but you also get the best realtors out there.",2022-05-25,5
Clever Real Estate,I did not want to pay full commission to sell my house since houses in my area was practically selling by itself.   So came upon Clever Real Estate online and called them. I got two referrals and I went with the realtor that had the better ratings online.    It turned out to be a great decision. I got the service I was looking for. The agent was knowledgeable and provided good recommendations. Also was helpful during the sale process which dragged on for over a month. In the end it worked out well and it was a call to Clever that got the ball rolling.,2022-05-25,5
Clever Real Estate,Stumbled onto an add for Clever.  Had doubts I could be connected to a top agent for 1%.  But that’s exactly what they did.  Clever had me two agents name the next day and I signed with one of them on the same day.  Excellent concept.  Great service.  I highly recommend Clever to anyone selling a house and wanting to save significant money.,2022-05-24,5
Clever Real Estate,"Why pay 6% when you don’t need to. In this market, 6% usually signifies 20-50 thousand dollars on sale of a regular sized cookie cutter house. While I respect the expertise of the real estate professionals, I don’t think the  work to value ratio justifies such inflated costs, so I would highly recommend services by alternative methods such as clever.",2022-05-23,5
Clever Real Estate,I had a great experience with my agent. Highly recommend using Clever!,2022-05-23,5
Clever Real Estate,Our house is sold with much less out of pocket in realitor fees.She did open houses and we felt we got the same service as if we paid out more in fees.The closing went smooth. We highly recommend Clever agents.,2022-05-23,5
Clever Real Estate,Great experience with Clever. They lined me up with an amazing agent and my house sold for way more than I had expected. Highly recommend.,2022-05-22,5
Clever Real Estate,Clever team is great to work with. They are responsive and have tons of agents that go well beyond the expectations. I highly recommend their services.,2022-05-21,5
Clever Real Estate,"Found clever to be very helpful in finding a full service agent with years of experience in real estate. We closed in 20 days and got way over asking! And to top it off, he did it for 1% fee. Well done. Thanks for saving me thousands on commissions.",2022-05-20,5
Clever Real Estate,"Matched me with the perfect agent! Everything went smooth from start to finish. She was extremely professional, helpful, and genuinely a nice and caring person. I knew she had our best interest at heart through the whole process.",2022-05-20,5
Clever Real Estate,We got the best agent through Clever!  Highly recommend!  My brother listed with Clever because of our experience.,2022-05-20,5
Clever Real Estate,"The agent that we selected couldn't have been better, the process was easy and we kept a substantial amount from our sale. Highly recommend.",2022-05-20,5
Clever Real Estate,,2022-05-19,5
Clever Real Estate,Clever real estate was extremely helpful in our quest to sell our home. They referred us to an amazing real estate agent from Century 21. Deb Forte. Everything went without a hitch and our home was sold within 24 hours after it was listed. Very happy with the services provided by Cleverr. And very happy with who they set us up with.,2022-05-18,5
Clever Real Estate,"Clever is a great company that connected us with an excellent broker, Sandra Rangel brokerage. We not only saved money from commissions allowing us to keep more in our pocket but we also got to work with a very professional and helpful broker as well as her team. I would highly recommend anyone looking at their next real estate deal to use Clever and Sandra Rangel brokerage.",2022-05-18,5
Clever Real Estate,Best decision ever!  Saved a lot of money and same high quality service!  Highly recommend!!!,2022-05-17,5
Clever Real Estate,The agent walked us through the process and made recommendations that were helpful. She provided all the services we required and was available anytime. The whole process went smoothly from our contact with Clever to the closing on the house.,2022-05-17,5
Clever Real Estate,Best service ever plus it is great to be able to pay less for the sale of your property.,2022-05-17,5
Clever Real Estate,"I was contacted by realtor very quickly after I submitted request through Clever. My realtor Bobby Van was wonderful, very experienced and I was able to sell my house within a month. Thank you to both Clever and Bobby. Great experience and would recommend.",2022-05-13,5
Clever Real Estate,"Very smooth process, excellent agent, highly recommend.",2022-05-11,5
Clever Real Estate,Clever was very responsive and walked me through every step of the process and checked in regarding the service I received. The agents that I was matched with were very professional and experienced in my community. I received excellent service from the agent I selected from my matches and the reduced commission structure did not alter the quality of service I received at all. I'm very happy with the benefits of using Clever and have no downsides to report.,2022-05-11,5
Clever Real Estate,Clever is a great option for selling your home. We had two great agents to select from. Ultimately the agent we choose helped us assess the property price. We priced it correctly selling it after the first open house with an over asking price with no contingencies. I highly recommend Clever and the agents they select to work with.,2022-05-11,5
Clever Real Estate,Clever was great and they hooked us up with an amazing agent that went above and beyond to help us seek our home.  It was nice to save some on the commission and still get great service!,2022-05-10,5
Clever Real Estate,"Clever Real Estate gave immediate response to my query by recommending TWO realtors, one of whom contacted me right away. His service was AWESOME. Clever kept in contact with me throughout the entire sale process. My house was sold the very day it was listed on MLS. I couldn't be happier.",2022-05-10,5
Clever Real Estate,"Clever put me in touch two realtors to interview.  They were both very pleasant and professional.  I went with Avalon Group because they really did their homework, not just the comparables in a 10 mile radius, but also in my 3 1/2 mike community.  Dylan with Avalon Group was amazing!  He was pleasant, flexible, patient, understanding and gave  good advice.",2022-05-10,5
Clever Real Estate,"Clever was a great way to never over pay for a real estate agent. we saved a ton. Our agent that was selected from Clever was exceptional, very professional and very timely. I highly recommend clever if your looking at selling your home.",2022-05-10,5
Clever Real Estate,I can’t imagine being matched with a more perfect fit!  Our realtor was excellent!  Clever was easy to use and we received the absolute best outcome!  I’ve already recommended using Clever to family and friends.,2022-05-10,5
Clever Real Estate,"Our agent, Lindsey Michel, was exceptional.  Friendly, helpful and responsive to our questions.  Would highly recommed her to all seeking to sell their home.",2022-05-10,5
Clever Real Estate,"My experience with Rhonda DuBois was excellent, she was knowledgeable, always available, and was there for me throughout the entire selling process from listing to closing",2022-05-09,5
Clever Real Estate,Agent referred to me was great.  Very clear and helpful throughout the transaction.  Provided support every step of the way.  Clever reached out as well to ensure things were going we’ll throughout the process until the end.,2022-05-09,5
Clever Real Estate,The process went smooth from the very first phone call. I always had someone to communicate with and my realtor was the best!,2022-05-06,5
Clever Real Estate,"I’m a bargain hunter. I refused to accept s real estate industry without disruption — especially considering what a historic sellers market we are in. By using Clever to pick both my buyers agent and sellers agent, I qualified for their cash back program. I was thrilled with this option and it did the trick for me to decide on both realtors at one time. Both realtors we very professional and strong in their abilities and both got us what we wanted- selected for our offer and over asking for our home.I would select Clever again for the cash back program alone, but we got more than that!Here’s To More disruption in the Real Estate status quo!",2022-05-04,5
Clever Real Estate,"Easy process.  Matched us with the best agent.  12 viewings, 6 offers.",2022-05-04,5
Clever Real Estate,"I live in Cape Coral Fl where the market is HOT, I reached out to Clever and was contacted by several agents. I interviewed them and chose Tesla Tankersley of Premier Plus Reality. She exceeded my expectations as a Realtor. She went above and beyond due to the buyer realtor being out of the country for almost the entire transaction! She was very efficient and knowledge and easy to work with. She always responded and was never pushy. I would highly recommend Clever services based on my dealings with Telsa Tankersley.",2022-05-04,5
Clever Real Estate,Easy and saved money with top notch agent. Would use again.,2022-05-03,5
Clever Real Estate,So happy we chose this company!  The service was great and it saved us thousands of dollars! I will highly recommend to anybody I know who is going to sell their home.,2022-05-03,5
Clever Real Estate,We had a great experience selling our home with the agent referred to us by Clever.  10/10 would recommend this service to anyone who is looking to save money on agent commissions.,2022-05-02,5
Clever Real Estate,,2022-05-02,3
Clever Real Estate,"Easy site to navigate, and remembers your filters. Good pricing",2022-05-02,4
Clever Real Estate,The Clever team was very helpful and professional. They did everything they said they would and we were very pleased with the results. Our agent Charles was excellent. He was always accessible and extremely helpful.,2022-04-29,5
Clever Real Estate,Our experience was amazing- if you are selling a home this is the way to go! Justin was fantastic!,2022-04-28,5
Clever Real Estate,From the very beginning all went perfect. Our agent Wes went above and beyond our expectations. He got us $50k more than what we thought we could get doing for sale by owner. So thankful for finding and using Clever,2022-04-27,5
Clever Real Estate,Excellent customer service and the agent recommended for house purchase was fantastic. Could not have been any happier with Clever. Highly recommend it.,2022-04-27,5
Clever Real Estate,The experience I got with my agent was amazing. My agent made this process very smooth and I am very satisfied with the service I was given. Five Stars!!!!!,2022-04-26,5
Clever Real Estate,Our agent was amazing and it is just unbelievable that we got such impeccable service for a 1% fee!  That was a windfall for our budget!,2022-04-26,5
Clever Real Estate,Clever made my selling experience better than any of my previous real estate occasions.  They matched me up with the perfect agent.,2022-04-26,5
Clever Real Estate,"I was in a somewhat unique situation when looking to sell my house.  I was overbuilt for the neighborhood which didn’t have many comps as it was. Also, I didn’t know of any realtors in the area that I wanted to trust with this situation let alone invest a 6% commission, but thought it might just work, or I could at least try, with this Clever system that was new to me.  Well I couldn’t have been more thrilled with the results!!I was given two realtors to choose from at the start (with more to look at if these weren’t what I was looking for). I interviewed both and was very pleased!  Both had really done their homework and were truly interested in the property.  I would have felt very confident in choosing either one!  I felt one had more of the approach I was looking for so I went with them.  The one I didn’t choose was graceful about it and I would work with her in a second and highly recommend her to others. The process went very smoothly and we were listed quickly.  I had felt very heard by the realtor I chose as we set the price. We got a full value offer right away, even before the open house!!  Unfortunately the county had assessed my property with incorrect square footage and listed it as fact.  (Realtors must list with this square footage fact.) This eventually led to us dropping the sale (the buyer’s appraiser took advantage of the situation and tried to force/bully a ridiculously low-ball price).  Back on the market we got several offers right away and went with an all cash offer that closed within two weeks.  It wasn’t the full listing price but fair given the square footage discrepancy and the time it would take to go through weeks and months of more appraisal assessments for lenders.  I was very happy and it really met the needs of the couple buying the home, so a win/win.  I could not have been happier and more impressed than I was with my realtor!!  He was so knowledgable and professional and had the utmost resources at his disposal throughout the whole process.  He always assured me they would work just as hard as if I were paying full commission and they certainly did.  He really knew his stuff and never missed a beat when we ran into the snags.  He always told me where things stood and gave me the time to make my decisions.  I always felt he was ethical and working for the best possible outcome for all, but mostly me since I was indeed his client. I was able to take a chance on and even make the sale due to the lower costs of Clever, yet through Clever I found a realtor that I would now absolutely pay 6% to use!  I truly had a five star experience and would highly recommend Clever!",2022-04-25,5
Clever Real Estate,Way to go. Market is changing. Buying & selling RE must change also.,2022-04-23,5
Clever Real Estate,"Clever hooked me up with realtor Dianne, and she ran with it. Hiring Dianne is easily the best decision I made in the long months of selling my home. I'm a university faculty member, so I'm in the business of evaluation and critique. I'm hard to satisfy. I expect people to disappoint me. However, from beginning to end, Dianne was my ally and expert in getting the most out of my home sale. She was helpful, friendly, knowledgeable, thorough, and a bulldog when it came to negotiation. While I was selling in Phoenix I was also buying in Houston, and throughout that Houston purchase I repeatedly thought, ""Dang, I wish Dianne was handling this deal, too."" She would have headed off problems or knocked some heads, same as she did for my sale. Hats off to Dianne, and to Clever for putting us together.",2022-04-22,5
Clever Real Estate,Clever was super easy to use and the agent I was matched with was very responsive!  The whole process was easy and definitely saved me money!,2022-04-22,5
Clever Real Estate,"Clever could not be beat.  The rates, services, and agents were top notch.  Everything went as they said it would. We sold our house the first week.  Great company!",2022-04-21,5
Clever Real Estate,"I just sold my house and I am very satisfied with the service provided. Clever introduced several agents. I met with them and made a selection. The agent that I selected was outstanding. Very professional, reliable, knowledgeable and very responsive.I am very glad that I went through Clever to sell my house!",2022-04-21,5
Clever Real Estate,,2022-04-20,2
Clever Real Estate,I actually did end up paying way less to the sellers agent using clever. Never got the impression from the agent I was getting minimum service due to the lower fee. I would certainly use again if they had realtors in the area,2022-04-19,5
Clever Real Estate,could not tell any difference in service as an agent until you get to closing table and see flat rate for services vs 6%,2022-04-19,5
Clever Real Estate,I will never pay full price for a real estate agent again. We received full service at a largely discounted rate and she was with Remax.,2022-04-18,5
Clever Real Estate,"Clever is a life saver. To have a full service concierge service help guide my selling process of my home is the thing I didn't know I needed until now. I wish I'd known about them years ago. They made me feel safe and heard throughout, and I truly appreciated that. The agent that they found for me, was the best agent I've worked with in my years of real estate transactions. I will always use her from now on.",2022-04-17,5
Clever Real Estate,"If you're reading this review, then you're probably wondering whether Clever is a legit company.  I can tell you firsthand that they are.  This is how I see it.  The real estate game is an incredibly competitive game.  Agents need business, and in return for more business some of them are more than willing to take on new clients at a lower percentage with the understanding that they can make up for it with volume.  It's simple economics.  Best of all, in order to stay on Clever's list of agents, they have to do their job well. If you're considering just picking an agent based on their picture/profile online then you're making a big mistake. For most agents, you're a one and done. If they don't do a good job for you, then maybe you won't be a good referral for them down the road.  But so what?  You're one person. With Clever, the agents recognize that if they do their job well, then you will review them positively with Clever and Clever will keep them on their list of agents.  As long as they're on that list, the referrals will keep rolling in and they'll continue to do solid business.  Best of all, you're getting their service at 4% instead of 5-6%. Do the math.  My agent was phenomenal, and with Clever it was a win-win-win. I absolutely recommend them. Honestly, when you reach out to them, the hardest part is choosing a realtor from the list they provide. They are all.kore than capable, you just choose the one that works best with you.",2022-04-15,5
Clever Real Estate,"Excellent customer service, and the agents I matched with were awesome! Would highly recommend this service based on this experience, and will definitely be using them again",2022-04-15,5
Clever Real Estate,We are so happy that we came across this service. Clever put us in contact with a great realtor that got our house sold quickly and without any problems. We were only on the market for 3 days! Can’t recommend this service enough. It saved us a nice chunk of change at closing. Just make sure to confirm that they have the numbers right before signing contracts.,2022-04-15,5
Clever Real Estate,Can't tell you how glad I am that we went this route. Now for everyone curious this is EXACTLY the same service if you went and got your own agent. Clever paired us with some local realtors. Each one came by for what I considered an interview. We picked Jason Reynolds who is with remax in our Denver area. He was amazing and in the end I put another 8-10k in my pocket so it basically covers closing costs on the next home. 5 Stars.,2022-04-15,5
Clever Real Estate,"Agent was friendly and knowledgeable on how to market and sell. Priced the house to sell.  Made the experience seamless. Kept the house ""clean"" during and after open houses. We were always informed of the step by step process. Would definitely use Clever again.",2022-04-14,5
Clever Real Estate,"I discovered Clever in a roundabout way on the internet, searching for ways to save money (safely and reliably) as a seller of a home in a distant location from our primary home. When I read about Clever I looked at reviews and ratings; everything was positive. I contacted Clever; the process was swift, professional, seamless. We chose one of the two realtors suggested, after interviewing both remotely the following day. The Clever selections were both excellent for our circumstances; it was nearly a flip of a coin to select one over the other. From there it was full speed ahead to a great sale that closed 4 weeks from the time I contacted Clever.",2022-04-14,5
Clever Real Estate,"Negotiating a ""discount rate"" on one of the most important transactions you may make in your lifetime, should give you pause, and it did for me. The truth is, this is a VERY aggressive sellers market, with a paucity of inventory. My agent wasn't new or inexperienced, just hungry and savvy with regards to marketing. We offered 2.5% to the buyers agent as well as the 1% to the our agent. This added up to a HUGE savings. We accepted an ""above asking price offer."" within hours of the first showing! I do not feel that we received any less attention or effort. Jermaine ""earned"" our business, and I would recommend him at ""full price"" to anyone without hesitation.",2022-04-13,5
Clever Real Estate,"I had never heard of Clever before doing research online. After googling how I could save on my realtor’s commission, I found Clever. The whole process was so easy! I was connected to a local agent willing to take a lower than average commission, without having to do the negotiating myself. Highly recommend for busy people!",2022-04-13,5
Clever Real Estate,Received better service than with 3% broker,2022-04-13,5
Clever Real Estate,"I took a chance with Clever and I am so glad I did.  Its so much better because of its rates and you still get full service from the realtors, pictures, marketing and advice.  The realtors Clever matched me with are great (Kristin at del aria team in fairfax, va) and I am so glad I went with them.  My house sold within a week of listing approx.   I highly recommend Kristin and Clever",2022-04-13,5
Clever Real Estate,Clever was true to their word and the agents were great with tons of exoeriences,2022-04-13,5
Clever Real Estate,"Holly Cole and her team were assigned by Clever to market and sell our vacation home.  The 1% sales commission was the drawing card that caused us to choose Clever.  We live 21/2 hours away from our central Oregon vacation home and consequently did not know any local realtors.  Clever could not have chosen a better sales team than Holly Cole's Central Oregon Home Pros of Keller Williams Real Estate Firm. Their team always went way above and beyond to get the job done correctly.  That manifested itself in small ways like being punctual, leaving notes for repair people, getting keys to the right people and straightened areas to show better.  Also, they always kept us informed of important dates to ensure a quick closing.  They are the best!",2022-04-12,5
Clever Real Estate,"The company is a prefect example of how ""everything that used be be done"" can be disrupted. Including, paperless and automations in the selling process.",2022-04-12,5
Clever Real Estate,We had a wonderful experience with Christina and could not have been happier.,2022-04-10,5
Clever Real Estate,,2022-04-08,5
Clever Real Estate,"I had a great experience with Clever Real Estate. I would recommend using this company for buying or selling real estate. The benefit for me was the discounted commission fee and the full range of services to sell my property. I did not need to interview other agents beyond my first two candidates for a good fit. I met with them at the property. They shared their ideas about selling the property. Both real estate brokers were knowledgeable about the market and my potential buyers so it was a difficult decision to choose one. Everything was smooth from start to finish. I meet with my broker on Tuesday, professional photos were taken on Friday, the listing went up on Monday, property shown to potential buyers for one week, offers were made and acceptance at the end of the first week. From that point, we followed a checklist of signing the documents, opened escrow, provided necessary sale contract docs, did termite inspection, professional cleaning, and escrow closed.....in 40 days. My broker took care of the transaction expertly and it was painless. I honestly can't believe how stress-free and efficient the entire transaction was...especially since I'm dealing with other stress life issues. I followed my instincts and called Clever Real Estate after hearing an advertisement on the radio. I figured ""what do I have to loose?"" I was stuck not knowing how to proceed with the details and representation but I wanted to save on commission fees. Looking back, its interesting how the chain of events fell into place and I'm so grateful......I followed the light at the end of the tunnel. Cleverly, I sold my property.",2022-04-07,5
Clever Real Estate,"Everyone was great , Sarah Becker was Amazing",2022-04-06,5
Clever Real Estate,"Our agent was excellent in every way. Friendly, helpful, quick response, knowledgeable. Our home sold quickly at a good price.",2022-04-06,5
Clever Real Estate,The agent was very professional and friendly and helpful.  Got information to us in a timely manner.  Kept us informed o how things were going.,2022-04-06,5
Clever Real Estate,"We were matched with an extraordinary local agent through Clever, who did a great job selling our house for a very attractive price.  The Clever system saved us thousands in commission, and the service received was identical to a full commission realtor.  Highly recommend!",2022-04-06,5
